title,url,price,rating,review_count,seller,search_term,scraped_at,is_suspicious,suspicion_reasons
"Cartucho Hp 662xl Colorido Original (cz106ab) Para 2516, 3516, 3546, 2546, 1516, 4646, 2646",https://www.amazon.com.br/Cartucho-Tinta-N662XL-Tricolor-Cartuchos/dp/B00KO3ZV1Q/ref=sr_1_48?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-48&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,125.0,4.7,,"(9,9 mil)",cartucho HP 667,2025-09-23 00:18:13,False,[]
Kit com 02 Cartuchos HP 667 - Preto e Colorido,https://www.amazon.com.br/Kit-com-02-Cartuchos-667/dp/B0CDST27QW/ref=sr_1_49?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-49,219.8,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:14,False,[]
"Cartucho de tinta H P 667XL Colorido Original (3YM80AB) Para Deskjet Ink Advantage 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667XL-Colorido-Original-Advantage/dp/B0CGWZYGCB/ref=sr_1_50?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-50,203.8,5.0,,(1),cartucho HP 667,2025-09-23 00:18:14,False,[]
"Cartucho H P 667 Preto Original (3YM79AB) Para H P Deskjet 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Deskjet/dp/B0DJPTWTWK/ref=sr_1_51?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-51,115.8,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:14,False,[]
Kit 4 Tintas Stkink Compatível Advantage 667 667XL 2874 2774 2376 60K46A 1 Litro,https://www.amazon.com.br/Tintas-Stkink-Compat%C3%ADvel-Advantage-667XL/dp/B0DPLDVYYB/ref=sr_1_52?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-52&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,254.0,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:14,True,"[""Palavra-chave suspeita: 'compatível'""]"
Kit com 02 Cartuchos HP 667 - Preto e Colorido,https://www.amazon.com.br/Kit-com-02-Cartuchos-667/dp/B0CMVWTRKD/ref=sr_1_53?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-53,224.8,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:14,False,[]
"Cartucho de tinta 667XL preto e colorido combo de substituição para HP 667XL 667 XL cartuchos de tinta funciona para impressoras HP DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (1 preta, 1",https://www.amazon.com.br/Cartucho-667XL-substitui%C3%A7%C3%A3o-cartuchos-impressoras/dp/B0D7KWQWHF/ref=sr_1_54?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2SNXmqZIKe81-DYRVjyuhtsBsqrtS3jBUW_9-se_RGOlXr7v1R8Q020nLR-iufdQrogppdDx6WjUdpILrMm0AaKXgDBR75MYVZY4A8O7GTn7mFQGN1YX6rzhmKylo7B9QwqSOxSa6usS4NKyTdhd0Zry9tSofjcH-F8HnHgUomarLs7KA1kU8Afj5OmvS57FE7WBryLueHvFfrySXwfF9KYSGPpixZvuCNf-jqkidU92o.UroRNVrrU6-LI8qLCt_sibnUQ-ygbfCB6pqs0Y64kM0&dib_tag=se&keywords=cartucho+HP+667&qid=1758597486&sr=8-54&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,554.0,4.2,,(17),cartucho HP 667,2025-09-23 00:18:14,False,[]
Pesquisas relacionadas,,,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:15,False,[]
Anterior12Próximo,,,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:15,False,[]
Precisa de ajuda?,https://www.amazon.com.br/gp/help/customer/display.html?nodeId=201366230,,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:15,False,[]
Patrocinado,,,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:15,False,[]
Patrocinado,,,,,Amazon.com.br,cartucho HP 667,2025-09-23 00:18:15,False,[]
Visite a loja oficial da HP,,,4.7,3019.0,Comprar HP inc.,cartucho HP 667XL,2025-09-23 00:18:27,False,[]
Cartucho HP 667 Preto Original (3YM79AL),,,4.7,3019.0,3.019,cartucho HP 667XL,2025-09-23 00:18:27,False,[]
Cartucho HP 667XL Preto Original (3YM81AL),,,4.8,2267.0,2.267,cartucho HP 667XL,2025-09-23 00:18:27,False,[]
Mais vendido,,,4.7,13059.0,13.059,cartucho HP 667XL,2025-09-23 00:18:28,False,[]
Consulte as páginas dos produtos para ver outras opções de compra. O preço e outros detalhes variam de acordo com o tamanho e a cor do produto.,,,,,Amazon.com.br,cartucho HP 667XL,2025-09-23 00:18:28,False,[]
"Cartucho HP 667XL Preto Original (3YM81AB) Para HP Deskjet 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-HP-667XL-Original-3YM81AB/dp/B08WKMBDN9/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-1&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,172.0,4.7,,(13 mil),cartucho HP 667XL,2025-09-23 00:18:28,False,[]
Cartucho HP 667XL Preto Original (3YM81AL),https://www.amazon.com.br/Cartucho-HP-667XL-Original-3YM81AL/dp/B08C1XPJGP/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-2&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,149.0,4.8,,"(2,2 mil)",cartucho HP 667XL,2025-09-23 00:18:28,False,[]
Valuetoner Cartuchos de Tinta para 667 667XL 667 XL Compatível com DeskJet Ink Advantage 2374 1275 2375 2376 2775 2776e DeskJet Plus 6475 6476 6075 (1 Preto 1 Colorido),https://www.amazon.com.br/Valuetoner-Cartuchos-667XL-Compat%C3%ADvel-Advantage/dp/B0DPHMK9HV/ref=sr_1_3?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-3&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,176.0,4.4,,"(25,7 mil)",cartucho HP 667XL,2025-09-23 00:18:28,True,"[""Palavra-chave suspeita: 'compatível'""]"
Cartucho HP - 667XL Colorido Original (3YM80AL),https://www.amazon.com.br/Cartucho-HP-Colorido-Original-3YM80AL/dp/B08C28F87W/ref=sr_1_4?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-4&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,149.0,4.8,,(973),cartucho HP 667XL,2025-09-23 00:18:28,False,[]
TECKKIN Cartucho de Tinta Compatível para HP 667 667XL Compatível com HP DeskJet Ink Advantage 2374 1275 2376 2775 2776 DeskJet Plus 6475 6476 6075 (1 Preto 1 Colorido),https://www.amazon.com.br/TECKKIN-667xl-tinta-preto-cor/dp/B0DLZP8ZYN/ref=sr_1_5?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-5&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,199.0,4.2,,"(7,8 mil)",cartucho HP 667XL,2025-09-23 00:18:28,True,"[""Palavra-chave suspeita: 'compatível'""]"
Kit 2 cartucho HP 667 Preto e Colorido,https://www.amazon.com.br/Kit-cartucho-667-Preto-Colorido/dp/B08Q1YQDHJ/ref=sr_1_6?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-6&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,144.0,4.7,,"(1,4 mil)",cartucho HP 667XL,2025-09-23 00:18:28,False,[]
Cartucho 667XL Color 13ml Compatível HP 100% Novo – Printech by Microjet (Colorido),https://www.amazon.com.br/Cartucho-667XL-Color-13ml-Compat%C3%ADvel/dp/B0FCPJRY93/ref=sr_1_7?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-7&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,129.0,5.0,,(1),cartucho HP 667XL,2025-09-23 00:18:28,True,"[""Palavra-chave suspeita: 'compatível'""]"
KIT 2 CARTUCHO DE TINTA HP 667 PRETO E COLOR ORIGINAL 3YM78L DESKJET INK ADVANTAGE 2776,https://www.amazon.com.br/CARTUCHO-HP-ORIGINAL-DESKJET-ADVANTAGE/dp/B005MYZ9A0/ref=sr_1_8?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-8&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,135.0,4.7,,(393),cartucho HP 667XL,2025-09-23 00:18:28,False,[]
GPC Image Cartucho de tinta compatível para HP 667 667XL Compatível com HP DeskJet Ink Advantage 1275 2374 2375 2376 2775 2776 6475 Impressora (1 Preto 1 Colorido),https://www.amazon.com.br/GPC-Image-compat%C3%ADvel-para-667/dp/B0FCMRLYFB/ref=sr_1_9?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-9&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,205.0,4.4,,"(16,8 mil)",cartucho HP 667XL,2025-09-23 00:18:28,True,"[""Palavra-chave suspeita: 'compatível'""]"
WISETA Cartucho de Tinta Compatível para HP 667 667XL Compatível com DeskJet Ink Advantage 1275 2374 2375 2376 2775 2776 (2 Preto),https://www.amazon.com.br/WISETA-Compat%C3%ADvel-para-667XL-Advantage/dp/B0FQCF2ZT6/ref=sr_1_10?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-10&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,220.0,4.4,,"(4,1 mil)",cartucho HP 667XL,2025-09-23 00:18:28,True,"[""Palavra-chave suspeita: 'compatível'""]"
Cartucho HP 667 Preto Original (3YM79AL),https://www.amazon.com.br/Cartucho-HP-Preto-Original-3YM79AL/dp/B08C1VQ76Y/ref=sr_1_11?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-11&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9,89.0,4.7,,(3 mil),cartucho HP 667XL,2025-09-23 00:18:28,False,[]
"667XL 667 XL preto e colorido de substituição para HP 667 XL 667 cartuchos de tinta para Deskjet Ink Advantage 1275 2375, DeskJet2775, 1275 2374 2375 2376 2775 2776 6075 6475 6476 Impressoras (1",https://www.amazon.com.br/667-substitui%C3%A7%C3%A3o-cartuchos-DeskJet2775-Impressoras/dp/B0DW3LHS36/ref=sr_1_12?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-12&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,343.0,4.2,,(24),cartucho HP 667XL,2025-09-23 00:18:28,False,[]
"Cartucho de Tinta HP, 667 3Ym78AL Color 29290",https://www.amazon.com.br/Cartucho-Tinta-HP-3Ym78AL-Color/dp/B00I3FMUZ2/ref=sr_1_13?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-13&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9,65.0,4.8,,"(2,3 mil)",cartucho HP 667XL,2025-09-23 00:18:28,False,[]
Cartucho Compatível HP 667XL Preto 14ml + Colorido 13ml para DeskJet 2774 2722 2376 Printech + Microjet 100% novo,https://www.amazon.com.br/Cartucho-Compat%C3%ADvel-667XL-Colorido-Printech/dp/B0FCPC9293/ref=sr_1_14?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc91Wm7c6aQ_P5A_yAI3fdasPvmRSBiuULNp8RJ4KiaiPTIA6cj9N__6ixqVSYBZlsnU_lx1CQ7JgSIR3rzqLpWCv3masnO1qfYVdJajg-9S0YBy7FUV0HkgP7Eqel3EBmDMuCuIhFpNWC8QekXWXQPZKgy-djmkP5NJ1adPY7LRCKJ-2HpXQlWkex-Hw4ZJF8N65SRK95a1qU5weL7XD0JMcS-o9-8le6EWnIS191WR3WUQT_kftb9HI9xdaqUjLDIKVI79qcgejKMRnvUX5jVc.aKeSbBvNLnB4oYodBHwZgqcqFfsOqb4bGkThVBbKHwI&dib_tag=se&keywords=cartucho+HP+667XL&qid=1758597502&sr=8-14&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,229.0,,,Amazon.com.br,cartucho HP 667XL,2025-09-23 00:18:29,True,"[""Palavra-chave suspeita: 'compatível'""]"
